1,1811260036,1,25.467043228172,65.058201633254,Discus
2,1810200011,1,25.468890000000,65.057990000000,Datania
3,1809180051,1,25.466670000000,65.059354000000,Aularavintola
4,1810200051,1,25.466662354492,65.058897238735,Corridor1
5,1810200050,1,25.466801829361,65.060539474266,Julinia
6,1802250014,1,25.467939085983,65.061154721017,Humus
7,1802250013,1,25.469011969589,65.057668888972,Mediateam2
8,1811260037,1,25.468572087311,65.057781999052,TS385
9,511020015,1,NULL,NULL,NULL
10,1810200015,1,25.468454000000,65.012244000000,Rotuaari_west
11,1810200017,1,25.471759000000,65.011365000000,Rotuaari_east
12,1810200016,1,25.464613000000,65.013386000000,Toripolliisi
13,1810200013,1,25.470128000000,65.011700000000,Rotuaari_crossing
14,1810200018,1,25.471072000000,65.012489000000,Rotuaari_square
15,1810200021,1,25.469248000000,65.011111000000,Rotuaari_south
16,1811260011,1,25.469054884933,65.057655315730,Mediateam hall
17,1810200019,1,25.499396000000,65.008072000000,Ouluhalli
18,1806230025,1,25.498753000000,65.008996000000,Oulun_uimahalli
19,1810200014,1,25.463250584625,65.015526894659,Main_library
20,1811260009,1,25.484548000000,65.018579000000,Tietomaa
21,1810200022,1,25.463111000000,65.015244000000,Oulu_10
22,1806230015,1,25.470214000000,65.014211000000,Valve
23,1811260015,1,NULL,NULL,OAMK
25,1806230001,1,25.468657917999,65.061089125532,tiago
128,ap606,2,25.481294524500,65.010827162400,NULL
129,ap425,2,25.481077455100,65.010914664000,NULL
130,ap124,2,23.144390738000,63.838633322700,NULL
131,ap74,2,25.469101045300,65.013531459400,NULL
132,ap51,2,25.472614078700,65.011408354600,NULL
133,ap404,2,25.516088936800,64.991530870100,NULL
134,ap93,2,25.478841377100,65.011992384000,NULL
135,ap58,2,25.462816391900,65.012839090200,NULL
136,ap197,2,25.467525750500,65.056977412300,NULL
137,ap75,2,25.469003502800,65.058031734200,NULL
138,ap204,2,25.467484542100,65.057694653400,NULL
139,ap77,2,25.469793322000,65.013991173500,NULL
140,ap580,2,25.473913367000,65.013802038100,NULL
141,ap57,2,25.468798739300,65.012465757500,NULL
142,ap337,2,25.467777020200,65.012797306600,NULL
143,ap54,2,25.469893447100,65.010447839900,NULL
144,ap198,2,25.467525750500,65.056977412300,NULL
145,ap437,2,25.483019124300,65.014074168800,NULL
146,ap92,2,25.479397443200,65.011379309100,NULL
147,ap55,2,25.471623309900,65.013446963900,NULL
148,ap605,2,25.481294524500,65.010827162400,NULL
149,ap76,2,25.462796033900,65.013170192300,NULL
150,ap86,2,25.463301588700,65.013501572300,NULL
151,ap22,2,25.470610214200,65.008879163900,NULL
152,ap56,2,25.469417661800,65.011125190200,NULL
153,ap73,2,25.466382085800,65.012603418200,NULL
154,ap52,2,25.473247471500,65.012660642200,NULL
155,ap318,2,25.474547532500,65.011610662000,NULL
156,ap396,2,25.712129843000,64.978324887100,NULL
157,ap98,2,25.482144094400,65.060951925800,NULL
158,ap409,2,25.499443378500,65.008678126200,NULL
